"topicId","split","topicText","topicTarget","topicSentiment","claims.claimId","claims.stance","claims.claimCorrectedText","claims.claimOriginalText","claims.article.rawFile","claims.article.rawSpan.start","claims.article.rawSpan.end","claims.article.cleanFile","claims.article.cleanSpan.start","claims.article.cleanSpan.end","claims.Compatible","claims.claimTarget.text","claims.claimTarget.span.start","claims.claimTarget.span.end","claims.claimSentiment","claims.targetsRelation"
"1","test","This house believes that the sale of violent video games to minors should be banned","the sale of violent video games to minors","-1","2985","CON","No long-term relationship was found between playing violent video game and youth violence or bullying","no long-term relationship between playing violent video game and youth violence or bullying","articles/t1/raw_1.txt","18566","18657","articles/t1/clean_1.txt","9761","9852","yes","playing violent video game","44","70","1","1"
"1","test","This house believes that the sale of violent video games to minors should be banned","the sale of violent video games to minors","-1","2986","CON","aggressive children tend to select more violent video games, not the inverse","aggressive children tend to select more violent video games, not the inverse","articles/t1/raw_1.txt","18934","19010","articles/t1/clean_1.txt","9922","9998","no","","","","",""
"1","test","This house believes that the sale of violent video games to minors should be banned","the sale of violent video games to minors","-1","2987","CON","No evidence has found that violent games are psychologically harmful to minors","no evidence violent games are psychologically harmful to minors","articles/t1/raw_1.txt","19029","19092","articles/t1/clean_1.txt","10017","10080","yes","violent games","27","40","1","1"
"1","test","This house believes that the sale of violent video games to minors should be banned","the sale of violent video games to minors","-1","2988","CON","adolescents that don't play video games at all are most at-risk for violent behavior","adolescents that don't play video games at all are most at-risk for violent behavior","articles/t1/raw_1.txt","19826","19910","articles/t1/clean_1.txt","10575","10659","yes","adolescents that don't play video games at all","0","46","-1","-1"
"1","test","This house believes that the sale of violent video games to minors should be banned","the sale of violent video games to minors","-1","2989","CON","video game play is part of an adolescent boy's normal social setting","video game play is part of an adolescent boy's normal social setting","articles/t1/raw_1.txt","19965","20033","articles/t1/clean_1.txt","10714","10782","yes","video game play","0","15","1","1"
"1","test","This house believes that the sale of violent video games to minors should be banned","the sale of violent video games to minors","-1","2990","CON","Biological theories of aggression and violence have specifically excluded video game and other media effects","Other biological theories of aggression and violence have specifically excluded video game and other media effects","articles/t1/raw_1.txt","25040","25154","articles/t1/clean_1.txt","12724","12838","yes","video game and other media effects","74","108","1","1"
"1","test","This house believes that the sale of violent video games to minors should be banned","the sale of violent video games to minors","-1","2991","PRO","Reinforcement of sexist stereotypes has been claimed as an effect of violent video games","Reinforcement of sexist stereotypes has also been claimed as an effect of violent video games","articles/t1/raw_1.txt","31119","31212","articles/t1/clean_1.txt","16664","16757","yes","violent video games","69","88","-1","1"
"1","test","This house believes that the sale of violent video games to minors should be banned","the sale of violent video games to minors","-1","2992","PRO","A correlation was found between children playing violent video games and suffering psychological effects","a correlation between children playing violent video games and suffering psychological effects","articles/t1/raw_1.txt","34084","34209","articles/t1/clean_1.txt","17623","17717","yes","children playing violent video games","32","68","-1","1"
"1","test","This house believes that the sale of violent video games to minors should be banned","the sale of violent video games to minors","-1","2993","PRO","violent video games can increase children's aggression","violent video games can increase children's aggression","articles/t1/raw_1.txt","34400","34454","articles/t1/clean_1.txt","17887","17941","yes","violent video games","0","19","-1","1"
"1","test","This house believes that the sale of violent video games to minors should be banned","the sale of violent video games to minors","-1","2994","CON","Media influences are too weak and distant to have much influence on aggressiveness","media influences are too weak and distant to have much influence","articles/t1/raw_1.txt","62233","62297","articles/t1/clean_1.txt","31698","31762","yes","Media influences","0","16","1","1"
"1","test","This house believes that the sale of violent video games to minors should be banned","the sale of violent video games to minors","-1","2995","PRO","violent video games promote violent behavior, attitudes and beliefs by desensitizing an individual to aggression","violent video games promote violent behavior, attitudes and beliefs by desensitizing an individual to aggression","articles/t1/raw_1.txt","63121","63233","articles/t1/clean_1.txt","32354","32466","yes","violent video games","0","19","-1","1"
"1","test","This house believes that the sale of violent video games to minors should be banned","the sale of violent video games to minors","-1","2996","PRO","Excessive exposure to violent video games and other violent media has been linked to aggressive behaviour","Excessive exposure to violent video games and other violent media has been linked to aggressive behaviour","articles/t1/raw_1.txt","69681","69786","articles/t1/clean_1.txt","37325","37430","yes","Excessive exposure to violent video games and other violent media","0","65","-1","1"
"1","test","This house believes that the sale of violent video games to minors should be banned","the sale of violent video games to minors","-1","2997","PRO","Neurological link was found between playing violent video games and aggressive behaviour in children and teenagers","neurological link between playing violent video games and aggressive behaviour in children and teenagers","articles/t1/raw_1.txt","70426","70530","articles/t1/clean_1.txt","37791","37895","yes","playing violent video games","36","63","-1","1"
"1","test","This house believes that the sale of violent video games to minors should be banned","the sale of violent video games to minors","-1","2998","CON","There is no direct link between violent video games and their influence on children","there was no direct link between violent video games and their influence on children","articles/t1/raw_1.txt","72054","72138","articles/t1/clean_1.txt","38898","38982","yes","violent video games","32","51","1","1"
"1","test","This house believes that the sale of violent video games to minors should be banned","the sale of violent video games to minors","-1","2999","CON","Video games develop the individual's intelligence","Video games also develop the individual's intelligence","articles/t1/raw_1.txt","73631","73685","articles/t1/clean_1.txt","39621","39675","yes","Video games","0","11","1","1"
"1","test","This house believes that the sale of violent video games to minors should be banned","the sale of violent video games to minors","-1","3000","CON","violent games help students deal with stress and aggression","violent games help students deal with stress and aggression","articles/t1/raw_1.txt","74063","74122","articles/t1/clean_1.txt","40016","40075","yes","violent games","0","13","1","1"
"1","test","This house believes that the sale of violent video games to minors should be banned","the sale of violent video games to minors","-1","3001","CON","violent games affect students positively and not negatively","violent games affect students positively and not negatively","articles/t1/raw_1.txt","74299","74358","articles/t1/clean_1.txt","40248","40307","yes","violent games","0","13","1","1"
"1","test","This house believes that the sale of violent video games to minors should be banned","the sale of violent video games to minors","-1","3002","CON","many skills can be learned from the gaming experience, it builds practical and intellectual skills","many skills can be learned from the gaming experience, it builds practical and intellectual skills","articles/t1/raw_1.txt","76782","76880","articles/t1/clean_1.txt","41967","42065","yes","the gaming experience","32","53","1","1"
"1","test","This house believes that the sale of violent video games to minors should be banned","the sale of violent video games to minors","-1","3003","CON","media cannot cause violence because humans have the ability to recognize what is wrong, and what is right","media cannot cause violence because humans have the ability to recognize what is wrong, and what is right","articles/t1/raw_1.txt","77708","77813","articles/t1/clean_1.txt","42558","42663","yes","media","0","5","1","1"
"1","test","This house believes that the sale of violent video games to minors should be banned","the sale of violent video games to minors","-1","3004","CON","video games have many healthy and positive aspects","video games have many healthy and positive aspects","articles/t1/raw_1.txt","79070","79120","articles/t1/clean_1.txt","43272","43322","yes","video games","0","11","1","1"
"1","test","This house believes that the sale of violent video games to minors should be banned","the sale of violent video games to minors","-1","3005","CON","Video games can be a safe outlet for aggression and frustration","they can be a safe outlet for aggression and frustration","articles/t1/raw_1.txt","79134","79190","articles/t1/clean_1.txt","43336","43392","yes","Video games","0","11","1","1"
"1","test","This house believes that the sale of violent video games to minors should be banned","the sale of violent video games to minors","-1","95648","PRO","Violent video games are influencing children's view about violence","violent video games are influencing their children's view about violence","articles/t1/raw_506.txt","4351","4423","articles/t1/clean_506.txt","3617","3689","yes","Violent video games","0","19","-1","1"
"1","test","This house believes that the sale of violent video games to minors should be banned","the sale of violent video games to minors","-1","95661","PRO","Various games are accused of causing addiction and even violent behavior","Various games have been accused of causing addiction and even violent behavior","articles/t1/raw_505.txt","48113","48216","articles/t1/clean_505.txt","28484","28562","yes","Various games","0","13","-1","1"
"1","test","This house believes that the sale of violent video games to minors should be banned","the sale of violent video games to minors","-1","95823","PRO","exposure to graphic violence leads to desensitization to committing acts of violence in person","exposure to graphic violence leads to desensitization to committing acts of violence in person","articles/t1/raw_525.txt","2263","2361","articles/t1/clean_525.txt","2031","2125","yes","exposure to graphic violence","0","28","-1","1"
"1","test","This house believes that the sale of violent video games to minors should be banned","the sale of violent video games to minors","-1","95824","PRO","violence in games hardens children to unethical acts","violence in games hardens children to unethical acts","articles/t1/raw_525.txt","4394","4446","articles/t1/clean_525.txt","3829","3881","yes","violence in games","0","17","-1","1"
"1","test","This house believes that the sale of violent video games to minors should be banned","the sale of violent video games to minors","-1","96804","PRO","children may imitate aggressive behaviors witnessed in media","children may imitate aggressive behaviors witnessed in media","articles/t1/raw_504.txt","2922","2982","articles/t1/clean_504.txt","1926","1986","yes","aggressive behaviors witnessed in media","21","60","-1","1"
"1","test","This house believes that the sale of violent video games to minors should be banned","the sale of violent video games to minors","-1","96805","CON","children don't automatically imitate aggression, but rather consider the context of aggression","children don't automatically imitate aggression, but rather consider the context of aggression","articles/t1/raw_504.txt","3936","4030","articles/t1/clean_504.txt","2932","3026","no","","","","",""
"1","test","This house believes that the sale of violent video games to minors should be banned","the sale of violent video games to minors","-1","96806","CON","societal media consumption and violent crime rates are not well associated","societal media consumption and violent crime rates are not well associated","articles/t1/raw_504.txt","20428","20502","articles/t1/clean_504.txt","18448","18522","yes","societal media consumption","0","26","1","1"
"1","test","This house believes that the sale of violent video games to minors should be banned","the sale of violent video games to minors","-1","118265","PRO","media violence may increase aggression","media violence may increase aggression","articles/t1/raw_570.txt","74455","74493","articles/t1/clean_570.txt","51740","51778","yes","media violence","0","14","-1","1"
"1","test","This house believes that the sale of violent video games to minors should be banned","the sale of violent video games to minors","-1","118266","CON","Evidence for harmful effects of video game violence were inconclusive","evidence for harmful effects were inconclusive","articles/t1/raw_570.txt","75249","75295","articles/t1/clean_570.txt","52028","52074","no","","","","",""
"1","test","This house believes that the sale of violent video games to minors should be banned","the sale of violent video games to minors","-1","123230","PRO","Violent video games - especially first-person shooter games - encourages real-life acts of violence in teenagers","violent video games—especially first-person shooter games—encouraged real-life acts of violence in teenagers","articles/t1/raw_520.txt","1244","1352","articles/t1/clean_520.txt","1082","1190","yes","Violent video games","0","19","-1","1"
"1","test","This house believes that the sale of violent video games to minors should be banned","the sale of violent video games to minors","-1","123342","PRO","video games allow children to act out crimes","video games allow children to act out crimes","articles/t1/raw_522.txt","4939","4983","articles/t1/clean_522.txt","4192","4236","yes","video games","0","11","-1","1"
"1","test","This house believes that the sale of violent video games to minors should be banned","the sale of violent video games to minors","-1","123343","CON","violence in video games is not causally linked with aggressive tendencies","violence in video games is not causally linked with aggressive tendencies","articles/t1/raw_522.txt","5608","5681","articles/t1/clean_522.txt","4750","4823","yes","violence in video games","0","23","1","1"
"1","test","This house believes that the sale of violent video games to minors should be banned","the sale of violent video games to minors","-1","123360","PRO","Correlations between violent gameplay and some comming childhood problems were found","correlations between violent gameplay and some common childhood problems","articles/t1/raw_524.txt","6166","6264","articles/t1/clean_524.txt","4762","4834","yes","violent gameplay","21","37","-1","1"
"1","test","This house believes that the sale of violent video games to minors should be banned","the sale of violent video games to minors","-1","123361","CON","most children who play violent games do not have problems","most children who play violent games do not have problems","articles/t1/raw_524.txt","7107","7164","articles/t1/clean_524.txt","5667","5724","yes","most children who play violent games","0","36","1","1"
"1","test","This house believes that the sale of violent video games to minors should be banned","the sale of violent video games to minors","-1","123363","CON","Many creative, social and emotional benefits from video game play have been documented - even games with violent content","many creative, social and emotional benefits from video game play—even games with violent content","articles/t1/raw_524.txt","7186","7283","articles/t1/clean_524.txt","5745","5842","yes","video game play","50","65","1","1"
"1","test","This house believes that the sale of violent video games to minors should be banned","the sale of violent video games to minors","-1","123448","CON","Not all depictions of violence are bad to witness","not all depictions of violence are even bad to witness","articles/t1/raw_508.txt","2222","2276","articles/t1/clean_508.txt","1651","1705","yes","depictions of violence","8","30","1","1"
"1","test","This house believes that the sale of violent video games to minors should be banned","the sale of violent video games to minors","-1","123449","CON","There is no connection between exposure to media violence and real life violence","no connection between exposure to media violence and real life violence","articles/t1/raw_508.txt","9902","9973","articles/t1/clean_508.txt","7266","7337","yes","exposure to media violence","31","57","1","1"
"1","test","This house believes that the sale of violent video games to minors should be banned","the sale of violent video games to minors","-1","123450","PRO","heavy exposure to media violence can lead to more aggressive behavior","heavy exposure to media violence can lead to more aggressive behavior","articles/t1/raw_508.txt","10010","10079","articles/t1/clean_508.txt","7374","7443","yes","heavy exposure to media violence","0","32","-1","1"
"1","test","This house believes that the sale of violent video games to minors should be banned","the sale of violent video games to minors","-1","123451","CON","Exposure alone to media violence does not cause a child to commit crimes","exposure alone does not cause a child to commit crimes","articles/t1/raw_508.txt","10108","10162","articles/t1/clean_508.txt","7472","7526","yes","Exposure alone to media violence","0","32","1","1"
"1","test","This house believes that the sale of violent video games to minors should be banned","the sale of violent video games to minors","-1","123452","CON","there is no convincing evidence that prove that media violence cause violent crime or any type of real life violence","there is no convincing evidence that prove that media violence cause violent crime or any type of real life violence","articles/t1/raw_508.txt","12567","12683","articles/t1/clean_508.txt","9422","9538","yes","media violence","48","62","1","1"
"1","test","This house believes that the sale of violent video games to minors should be banned","the sale of violent video games to minors","-1","136190","PRO","Exposure to violent video games[REF] is related to increased aggressiveness in children","violent video games[REF] is related to increased aggressiveness in children","articles/t1/raw_542.txt","15343","15888","articles/t1/clean_542.txt","6811","6886","yes","Exposure to violent video games","0","31","-1","1"
"1","test","This house believes that the sale of violent video games to minors should be banned","the sale of violent video games to minors","-1","136211","CON","numerous researchers have proposed potential positive effects of video games","numerous researchers have proposed potential positive effects of video games","articles/t1/raw_567.txt","8541","8617","articles/t1/clean_567.txt","6842","6918","yes","video games","65","76","1","1"
"1","test","This house believes that the sale of violent video games to minors should be banned","the sale of violent video games to minors","-1","136230","PRO","computer games cause violence","computer games cause violence","articles/t1/raw_568.txt","21426","21455","articles/t1/clean_568.txt","16284","16313","yes","computer games","0","14","-1","1"
"1","test","This house believes that the sale of violent video games to minors should be banned","the sale of violent video games to minors","-1","136231","PRO","A correlation between violent content conveyed through media (including videogames) and violent or aggressive behavior has been shown","a correlation between violent content conveyed through media (including videogames) and violent or aggressive behavior","articles/t1/raw_568.txt","21787","21905","articles/t1/clean_568.txt","16645","16763","yes","violent content conveyed through media (including videogames)","22","83","-1","1"
"1","test","This house believes that the sale of violent video games to minors should be banned","the sale of violent video games to minors","-1","136232","PRO","Some serious psychological problems have been attributed to desensitization to violence in video games","Some serious psychological problems have been attributed to desensitization to violence in video games","articles/t1/raw_568.txt","28383","28518","articles/t1/clean_568.txt","21959","22061","yes","desensitization to violence in video games","60","102","-1","1"
"1","test","This house believes that the sale of violent video games to minors should be banned","the sale of violent video games to minors","-1","138714","CON","Video games are protected speech under the First Amendment","video games were protected speech under the First Amendment","articles/t1/raw_507.txt","2334","2445","articles/t1/clean_507.txt","426","485","yes","Video games","0","11","1","1"
"1","test","This house believes that the sale of violent video games to minors should be banned","the sale of violent video games to minors","-1","138716","PRO","There is a connection between video games and violence","there was a connection between video games and violence","articles/t1/raw_507.txt","13491","13546","articles/t1/clean_507.txt","6355","6410","yes","video games","30","41","-1","1"
"1","test","This house believes that the sale of violent video games to minors should be banned","the sale of violent video games to minors","-1","138717","CON","content-based regulations are presumptively invalid","content-based regulations are presumptively invalid","articles/t1/raw_507.txt","18888","18939","articles/t1/clean_507.txt","10054","10105","yes","content-based regulations","0","25","-1","-1"
"1","test","This house believes that the sale of violent video games to minors should be banned","the sale of violent video games to minors","-1","138718","CON","No evidence links video games to youth violence","no evidence linked video games to youth violence","articles/t1/raw_507.txt","36704","36752","articles/t1/clean_507.txt","20016","20064","yes","video games","18","29","1","1"
"1","test","This house believes that the sale of violent video games to minors should be banned","the sale of violent video games to minors","-1","138719","CON","There is no compelling link between violent video games and its effects on children","there was no ""compelling"" link between violent video games and its effects on children","articles/t1/raw_507.txt","43460","43546","articles/t1/clean_507.txt","23755","23841","yes","violent video games","36","55","1","1"
"1","test","This house believes that the sale of violent video games to minors should be banned","the sale of violent video games to minors","-1","138720","CON","content-based restrictions on games are unconstitutional","content-based restrictions on games are unconstitutional","articles/t1/raw_507.txt","48678","48734","articles/t1/clean_507.txt","27024","27080","yes","content-based restrictions on games","0","35","-1","-1"
"1","test","This house believes that the sale of violent video games to minors should be banned","the sale of violent video games to minors","-1","138721","CON","parents, not government bureaucrats, have the right to decide what is appropriate for their children","parents, not government bureaucrats, have the right to decide what is appropriate for their children","articles/t1/raw_507.txt","48745","48845","articles/t1/clean_507.txt","27091","27191","no","","","","",""
"1","test","This house believes that the sale of violent video games to minors should be banned","the sale of violent video games to minors","-1","138722","PRO","states should have the “right to regulate the sale of video games [that are violent] in order to protect minors","states should have the “right to regulate the sale of video games [that are violent] in order to protect minors","articles/t1/raw_507.txt","57494","57605","articles/t1/clean_507.txt","31868","31979","yes","the “right to regulate the sale of video games [that are violent]","19","84","1","-1"
"1","test","This house believes that the sale of violent video games to minors should be banned","the sale of violent video games to minors","-1","138723","CON","parents should make the decision” about what video games they purchase for their children, and what constitutes “too violent","parents should make the decision” about what video games they purchase for their children, and what constitutes “too violent","articles/t1/raw_507.txt","57743","57867","articles/t1/clean_507.txt","32117","32241","no","","","","",""
"1","test","This house believes that the sale of violent video games to minors should be banned","the sale of violent video games to minors","-1","138724","CON","states do not have the right to decide that some video games are too violent for [minors","states do not have the right to decide that some video games are too violent for [minors","articles/t1/raw_507.txt","57910","57998","articles/t1/clean_507.txt","32284","32372","no","","","","",""
"1","test","This house believes that the sale of violent video games to minors should be banned","the sale of violent video games to minors","-1","143108","PRO","violent games cause youth violence","violent games cause youth violence","articles/t1/raw_503.txt","15051","15085","articles/t1/clean_503.txt","9150","9184","yes","violent games","0","13","-1","1"
"1","test","This house believes that the sale of violent video games to minors should be banned","the sale of violent video games to minors","-1","143109","PRO","A high degree of relationship between violent games and youth violence has been indicated","a high degree of relationship between violent games and youth violence","articles/t1/raw_503.txt","15853","15923","articles/t1/clean_503.txt","9550","9620","yes","violent games","38","51","-1","1"
"1","test","This house believes that the sale of violent video games to minors should be banned","the sale of violent video games to minors","-1","143110","PRO","video game violence leads to youth violence","video game violence leads to youth violence","articles/t1/raw_503.txt","16000","16043","articles/t1/clean_503.txt","9660","9703","yes","video game violence","0","19","-1","1"
"1","test","This house believes that the sale of violent video games to minors should be banned","the sale of violent video games to minors","-1","143111","CON","Video game content is a form of freedom of expression","video game content was a form of freedom of expression","articles/t1/raw_503.txt","19257","19311","articles/t1/clean_503.txt","11435","11489","yes","Video game content","0","18","1","1"
"1","test","This house believes that the sale of violent video games to minors should be banned","the sale of violent video games to minors","-1","143112","CON","there is social utility in expressive and imaginative forms of entertainment, even if they contain violence","there is social utility in expressive and imaginative forms of entertainment, even if they contain violence","articles/t1/raw_503.txt","21417","21524","articles/t1/clean_503.txt","12553","12660","yes","expressive and imaginative forms of entertainment","27","76","1","1"
"1","test","This house believes that the sale of violent video games to minors should be banned","the sale of violent video games to minors","-1","143113","CON","There are tangible benefits to violence in games","there are tangible benefits to violence in action games","articles/t1/raw_503.txt","64050","64105","articles/t1/clean_503.txt","34998","35053","yes","violence in games","31","48","1","1"
"21","test","This house supports the one-child policy of the republic of China","the one-child policy of the republic of China","1","5911","CON","The policy is controversial both within and outside China because of the manner in which the policy has been implemented, and because of concerns about negative social consequences","The policy is controversial both within and outside China because of the manner in which the policy has been implemented, and because of concerns about negative social consequences","articles/t21/raw_21.txt","2685","2865","articles/t21/clean_21.txt","1156","1336","yes","The policy","0","10","-1","1"
"21","test","This house supports the one-child policy of the republic of China","the one-child policy of the republic of China","1","5913","CON","The policy is a possible cause behind China's gender imbalance","possible cause behind China's gender imbalance","articles/t21/raw_21.txt","4142","4206","articles/t21/clean_21.txt","1506","1552","yes","The policy","0","10","-1","1"
"21","test","This house supports the one-child policy of the republic of China","the one-child policy of the republic of China","1","5914","PRO","The policy had proved remarkably effective","it had proved ""remarkably effective","articles/t21/raw_21.txt","16906","16941","articles/t21/clean_21.txt","7339","7374","yes","The policy","0","10","1","1"
"21","test","This house supports the one-child policy of the republic of China","the one-child policy of the republic of China","1","5916","PRO","The policy is considered as a great success in helping to implement China's current economic growth","great success in helping to implement China's current economic growth","articles/t21/raw_21.txt","19235","19304","articles/t21/clean_21.txt","8348","8417","yes","The policy","0","10","1","1"
"21","test","This house supports the one-child policy of the republic of China","the one-child policy of the republic of China","1","5917","PRO","The reduction in the fertility rate and thus population growth has reduced the severity of problems that come with overpopulation","The reduction in the fertility rate and thus population growth has reduced the severity of problems that come with overpopulation","articles/t21/raw_21.txt","19306","19437","articles/t21/clean_21.txt","8419","8548","yes","The reduction in the fertility rate and thus population growth","0","62","1","1"
"21","test","This house supports the one-child policy of the republic of China","the one-child policy of the republic of China","1","5918","PRO","the focus of China on population control helps provide a better health service for women","the focus of China on population control helps provide a better health service for women","articles/t21/raw_21.txt","19876","19964","articles/t21/clean_21.txt","8875","8963","yes","the focus of China on population control","0","40","1","1"
"21","test","This house supports the one-child policy of the republic of China","the one-child policy of the republic of China","1","5919","PRO","The individual savings rate has increased since the one-child policy was introduced","The individual savings rate has increased since the one-child policy was introduced","articles/t21/raw_21.txt","20161","20244","articles/t21/clean_21.txt","9125","9208","yes","the one-child policy","48","68","1","1"
"21","test","This house supports the one-child policy of the republic of China","the one-child policy of the republic of China","1","5920","CON","less intrusive options, including those that emphasized delay and spacing of births, could have achieved the same results over an extended period of time","less intrusive options, including those that emphasized delay and spacing of births, could have achieved the same results over an extended period of time","articles/t21/raw_21.txt","22822","22975","articles/t21/clean_21.txt","10164","10317","yes","less intrusive options, including those that emphasized delay and spacing of births","0","83","1","-1"
"21","test","This house supports the one-child policy of the republic of China","the one-child policy of the republic of China","1","5921","CON","T]he policy itself is probably only partially responsible for the reduction in the total fertility rate","T]he policy itself is probably only partially responsible for the reduction in the total fertility rate","articles/t21/raw_21.txt","24816","24919","articles/t21/clean_21.txt","11583","11686","yes","T]he policy itself","0","18","-1","1"
"21","test","This house supports the one-child policy of the republic of China","the one-child policy of the republic of China","1","5922","CON","China could have expected a continued reduction in its fertility rate just from continued economic development, had it kept to the previous policy","China could have expected a continued reduction in its fertility rate just from continued economic development, had it kept to the previous policy","articles/t21/raw_21.txt","25478","25624","articles/t21/clean_21.txt","12225","12371","yes","had it kept to the previous policy","112","146","1","-1"
"21","test","This house supports the one-child policy of the republic of China","the one-child policy of the republic of China","1","5923","CON","The one-child policy is challenged in principle and in practice for violating a human right to determine the size of one's own family","The one-child policy is challenged in principle and in practice for violating a human right to determine the size of one's own family","articles/t21/raw_21.txt","25652","25789","articles/t21/clean_21.txt","12374","12507","yes","The one-child policy","0","20","-1","1"
"21","test","This house supports the one-child policy of the republic of China","the one-child policy of the republic of China","1","5924","CON","The policy leaves the older generations with increased chances of dependency on retirement funds or charity in order to receive support","leaves the older generations with increased chances of dependency on retirement funds or charity in order to receive support","articles/t21/raw_21.txt","31388","31512","articles/t21/clean_21.txt","15028","15152","yes","The policy","0","10","-1","1"
"21","test","This house supports the one-child policy of the republic of China","the one-child policy of the republic of China","1","5925","CON","If, for any reason, the single child is unable to care for their older adult relatives, the oldest generations would face a lack of resources and necessities","If, for any reason, the single child is unable to care for their older adult relatives, the oldest generations would face a lack of resources and necessities","articles/t21/raw_21.txt","31681","31838","articles/t21/clean_21.txt","15321","15478","no","","","","",""
"21","test","This house supports the one-child policy of the republic of China","the one-child policy of the republic of China","1","5926","CON","Some parents may over-indulge their only child","Some parents may over-indulge their only child","articles/t21/raw_21.txt","32787","32833","articles/t21/clean_21.txt","15757","15803","yes","only child","36","46","-1","1"
"21","test","This house supports the one-child policy of the republic of China","the one-child policy of the republic of China","1","5927","CON","The one child policy creates social problems and personality disorders in young people","social problems and personality disorders in young people","articles/t21/raw_21.txt","34349","34406","articles/t21/clean_21.txt","16980","17037","yes","The one child policy","0","20","-1","1"
"21","test","This house supports the one-child policy of the republic of China","the one-child policy of the republic of China","1","5929","CON","The one-child limit is too extreme. It violates nature’s law","The one-child limit is too extreme. It violates nature’s law","articles/t21/raw_21.txt","34851","34911","articles/t21/clean_21.txt","17466","17526","yes","The one-child limit","0","19","-1","1"
"21","test","This house supports the one-child policy of the republic of China","the one-child policy of the republic of China","1","5930","CON","The social pressure exerted by the one-child policy has affected the rate at which parents abandon undesirable children","The social pressure exerted by the one-child policy has affected the rate at which parents abandon undesirable children","articles/t21/raw_21.txt","52871","52990","articles/t21/clean_21.txt","25847","25966","yes","The social pressure exerted by the one-child policy","0","51","-1","1"
